ID,Comapny name,Position,URL
20,pwc,Data Engineer - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892801/Data-Engineer-Senior-Associate/
21,pwc,US IT Business Analyst,https://jobs.pwc.com/ShowJob/Id/892351/US-IT-Business-Analyst/
22,pwc,Data & Information Analytics - Manager,https://jobs.pwc.com/ShowJob/Id/891611/Data-Information-Analytics-Manager/
23,pwc,"HIA Data & Analytics - Data Engineer, Senior Associate","https://jobs.pwc.com/ShowJob/Id/891453/HIA-Data-Analytics-Data-Engineer,-Senior-Associate/"
24,pwc,"HIA Data & Analytics - Release Delivery Engineer, Senior Associate","https://jobs.pwc.com/ShowJob/Id/891460/HIA-Data-Analytics-Release-Delivery-Engineer,-Senior-Associate/"
25,pwc,Investigative Analytics Manager,https://jobs.pwc.com/ShowJob/Id/892757/Investigative-Analytics-Manager/
26,pwc,Investigative Analytics Associate,https://jobs.pwc.com/ShowJob/Id/892756/Investigative-Analytics-Associate/
27,pwc,Data Scientist - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892663/Data-Scientist-Senior-Associate/
28,pwc,Data Analysis Consultant - Analyst,https://jobs.pwc.com/ShowJob/Id/892347/Data-Analysis-Consultant-Analyst/
29,pwc,Cybersecurity & Privacy - Data Classification - Manager,https://jobs.pwc.com/ShowJob/Id/892706/Cybersecurity-Privacy-Data-Classification-Manager/
30,pwc,Cybersecurity & Privacy - Data Classification - Senior Associate,https://jobs.pwc.com/ShowJob/Id/892705/Cybersecurity-Privacy-Data-Classification-Senior-Associate/
31,pwc,Senior Security Engineer,https://jobs.pwc.com/ShowJob/Id/891642/Senior-Security-Engineer/
32,pwc,Risk Modeling Analyst,https://jobs.pwc.com/ShowJob/Id/892670/Risk-Modeling-Analyst/
33,pwc,TRS - Data Analytics - Associate,https://jobs.pwc.com/ShowJob/Id/892583/TRS-Data-Analytics-Associate/
34,pwc,Data & Information Analytics - Experienced Associate,https://jobs.pwc.com/ShowJob/Id/892587/Data-Information-Analytics-Experienced-Associate/
35,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1822259/Software-Engineer/
36,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1822258/Software-Engineer/
37,intel,OS Software Engineer,https://jobs.intel.com/ShowJob/Id/1790256/OS-Software-Engineer/
38,intel,Software Integration and Embedded Platform Engineer,https://jobs.intel.com/ShowJob/Id/1819319/Software-Integration-and-Embedded-Platform-Engineer/
39,intel,WEB UI/UX DESIGNER/DEVELOPER,https://jobs.intel.com/ShowJob/Id/1818799/WEB-UI-UX-DESIGNER-DEVELOPER/
40,intel,Software Development Engineer,https://jobs.intel.com/ShowJob/Id/1650737/Software-Development-Engineer/
41,intel,Software Engineer,https://jobs.intel.com/ShowJob/Id/1813356/Software-Engineer/
42,intel,Software Validation Engineer,https://jobs.intel.com/ShowJob/Id/1810920/Software-Validation-Engineer/
43,intel,Senior Validation Engineer,https://jobs.intel.com/ShowJob/Id/1811521/Senior-Validation-Engineer/
44,intel,Software Innovation Engineer,https://jobs.intel.com/ShowJob/Id/1811589/Software-Innovation-Engineer/
45,intel,Senior Validation Engineer,https://jobs.intel.com/ShowJob/Id/1684996/Senior-Validation-Engineer/
46,intel,Core Linux Kernel Developer,https://jobs.intel.com/ShowJob/Id/1811267/Core-Linux-Kernel-Developer/
47,intel,System Validation Engineer,https://jobs.intel.com/ShowJob/Id/1808811/System-Validation-Engineer/
48,intel,Systems Engineer,https://jobs.intel.com/ShowJob/Id/1767725/Systems-Engineer/
49,intel,Technology Development Engineer,https://jobs.intel.com/ShowJob/Id/1798390/Technology-Development-Engineer/
50,intel,Cyber Threat Intelligence Analyst,https://jobs.intel.com/ShowJob/Id/1718813/Cyber-Threat-Intelligence-Analyst/
